file_id	md5	size	urls	sample_id
54a24ca84a57a7d5b06687939f66d631	805d798436728d029c3bfe469d7ecbd4	63546513	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmcasm/v1158155345.st.fna.bz2,s3://nih-hmp-hhs/hmcasm2/158155345.st.fna.bz2	faab18e1a137731cffda8825601f2494
54a24ca84a57a7d5b06687939f66d631	805d798436728d029c3bfe469d7ecbd4	63546513	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmcasm/v1158155345.st.fna.bz2,s3://nih-hmp-hhs/hmcasm2/158155345.st.fna.bz2	faab18e1a137731cffda8825606dab45
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825603596e3
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560502c39
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825604a10dd
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825607a93c5
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	596fc2de57601ec08a01fdee5944f5ac
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825602fa9fa
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560a13d37
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825603ecfe1
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560c4bc3e
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	596fc2de57601ec08a01fdee591b4b5b
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	596fc2de57601ec08a01fdee59479081
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825602a6cb2
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda88256087ec92
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825603274a2
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	596fc2de57601ec08a01fdee5933ab8a
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda8825607b19d4
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560483490
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560b13235
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda882560b6695c
54a24ca84a57a7d5b06687939f61ef1e	1f07c52f4256feafe2cc1a4ceaf3e8f5	806476357	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmbsa/v1/Stool.tar.bz2,s3://nih-hmp-hhs/hmbsa/Stool.tar.bz2	faab18e1a137731cffda88256028f9ea
